curve_ID,response_type,new name,response_type_group,treatment_1_type,treatment_1_group,treatment_2_type,treatment_2_group,experiment_design_notes
351,maximum-consumption-rate,consumption-rate,feeding,NA,NA,NA,NA,"Maximum daily consumption was measured by feeding northern squawfish ad libitum on juvenile salmonids over a 48-hour period at controlled temperatures. Only healthy, active fish were used. Fish were fasted long enough to empty their stomachs, using temperature-specific gut evacuation equations. Groups were stratified into weight classes. Fish were fed juvenile Chinook and Coho salmon to satiation. Feeding occurred  at the start of the trial then every 4 hours (total of 14 feedings). Final feeding at hour 47.5. Final body weight of each predator was measured with stomach contents removed (±1 g). Maximum daily ration was calculated as: (Total prey consumed in centigrams) / (Total predator mass in grams) / 24 h reported as cg·g⁻¹·day⁻¹"
356,conversion-efficiency,conversion-efficiency,feeding,Ration,1,NA,NA,NA
357,conversion-efficiency,conversion-efficiency,feeding,Ration,2,NA,NA,NA
358,conversion-efficiency,conversion-efficiency,feeding,Ration,3,NA,NA,NA
390,standardised-energy-intake,standardised-energy-intake,feeding,NA,NA,NA,NA,NA
391,standardised-energy-intake,standardised-energy-intake,feeding,NA,NA,NA,NA,NA
392,standardised-energy-intake,standardised-energy-intake,feeding,NA,NA,NA,NA,NA
393,standardised-energy-intake,standardised-energy-intake,feeding,NA,NA,NA,NA,NA
408,mean-daily-food-intake,consumption-rate,feeding,NA,NA,NA,NA,"Burbot were caught by trap-nets in Lake P ̈ aij ̈ anne (central Finland) during February–March spawning season. The feeding experiment was performed at four temperatures 2.4, 5.1, 10.8, and 23.4C(S:D:0:49C). Fish were exposed to the natural seasonal water temperature variation between experiments to maximise their acclimation to higher water temperatures during spring and summer. The mean weight of burbot used in the experiment was 296 g .S:D: 48 g; range D 104–353 g; n D 66/ and the mean length 324 mm .S:D:  22 mm; range D 280–380 mm; n D 66/. Burbot .n D 24 initially at each temperature) were randomly selected for the experiment and placed in circular cages .r D 250 mm, h D 750 mm) and then allowed to recover from the handling stress and acclimate to the test environment for 8–14 d (one fish per cage). They were fed vendace at 1–3 d intervals during the acclimation period. During the experiments, the burbot were fed freshly thawed vendace weighing 2.5–3.5 g. For each experiment the average weight of 260 vendace was calculated .mean D 3:02 g, s:d: D 0:11 g) and they were then frozen and stored at −25C. Burbot were fed once a day with 10 whole vendace. After 10 min any vendace remaining in the cage was removed. The number of vendace consumed was recorded and the weight of the meal estimated by multiplying the number of vendace eaten by average weight of vendace in the batch. Burbot that were ill or did not eat were removed from the experiment and the results are based only on data from the healthy animals. Burbot were not reused in the experiment. The total duration of experiments was 21 d at 2.4C, 16 d at 5.1C and 14 d at 10.8C and 23.4C. Mean daily food intake (MDI) values were calculated for each fish (g d−1). Food amounts were also related to burbot weight (RDI, g g−1 d−1) to analyse the effect of burbot size on food intake at different temperatures."
409,relative-daily-food-intake,consumption-rate,feeding,NA,NA,NA,NA,"Burbot were caught by trap-nets in Lake P ̈ aij ̈ anne (central Finland) during February–March spawning season. The feeding experiment was performed at four temperatures 2.4, 5.1, 10.8, and 23.4C(S:D:0:49C). Fish were exposed to the natural seasonal water temperature variation between experiments to maximise their acclimation to higher water temperatures during spring and summer. The mean weight of burbot used in the experiment was 296 g .S:D: 48 g; range D 104–353 g; n D 66/ and the mean length 324 mm .S:D:  22 mm; range D 280–380 mm; n D 66/. Burbot .n D 24 initially at each temperature) were randomly selected for the experiment and placed in circular cages .r D 250 mm, h D 750 mm) and then allowed to recover from the handling stress and acclimate to the test environment for 8–14 d (one fish per cage). They were fed vendace at 1–3 d intervals during the acclimation period. During the experiments, the burbot were fed freshly thawed vendace weighing 2.5–3.5 g. For each experiment the average weight of 260 vendace was calculated .mean D 3:02 g, s:d: D 0:11 g) and they were then frozen and stored at −25C. Burbot were fed once a day with 10 whole vendace. After 10 min any vendace remaining in the cage was removed. The number of vendace consumed was recorded and the weight of the meal estimated by multiplying the number of vendace eaten by average weight of vendace in the batch. Burbot that were ill or did not eat were removed from the experiment and the results are based only on data from the healthy animals. Burbot were not reused in the experiment. The total duration of experiments was 21 d at 2.4C, 16 d at 5.1C and 14 d at 10.8C and 23.4C. Mean daily food intake (MDI) values were calculated for each fish (g d−1). Food amounts were also related to burbot weight (RDI, g g−1 d−1) to analyse the effect of burbot size on food intake at different temperatures."
1,metabolic-rate,routine-metabolism,metabolic,NA,NA,NA,NA,"Fish were acclimated to experimental temperatures (10, 13, 16, or 19°C) for two weeks and were not fed 48 h prior to experimentation. Testing in groups was necessary since S. sprattus is a schooling fish. The influence of temperature and activity on metabolic rates was quantified by measuring oxygen uptake. Swimming speed was determined by translating positional data (obtained by automated fish tracking) and calculating the x-y positions from two consecutive immages. The first 1-3 hours of experiments were excluded from further analysis because oxygen uptake of the fish group was possibly affected by elevated levels of stress hormones."
